# wavenlength / nm,  wavenumber / cm-1,  norm. intensity for wavelength, norm. intensity for wavenumber
5.415000000000000000e+02,1.846722068328716659e+01,5.363863705084131715e-07,1.572804184298105534e-01
5.420000000000000000e+02,1.845018450184501901e+01,5.423630964512189524e-07,1.593267526658958821e-01
5.425000000000000000e+02,1.843317972350230249e+01,5.183910524485280095e-07,1.525657266796796030e-01
5.430000000000000000e+02,1.841620626151012985e+01,5.124478077432548397e-07,1.510947236652909476e-01
5.435000000000000000e+02,1.839926402943882167e+01,5.108995779929635981e-07,1.509157758673919936e-01
5.440000000000000000e+02,1.838235294117647101e+01,5.110433871150039990e-07,1.512361358092658148e-01
5.445000000000000000e+02,1.836547291092745482e+01,5.004080925074863763e-07,1.483611163686426870e-01
5.450000000000000000e+02,1.834862385321100930e+01,4.815755525899257443e-07,1.430399785080226915e-01
5.455000000000000000e+02,1.833180568285976264e+01,4.802844756181524593e-07,1.429183714808125449e-01
5.460000000000000000e+02,1.831501831501831390e+01,4.758068787242918127e-07,1.418456434577709813e-01
5.465000000000000000e+02,1.829826166514181196e+01,4.541480397177468746e-07,1.356368753751916456e-01
5.470000000000000000e+02,1.828153564899451666e+01,4.572202343956924628e-07,1.368044091133007456e-01
5.475000000000000000e+02,1.826484018264840259e+01,4.398551792728486926e-07,1.318493390819068523e-01
5.480000000000000000e+02,1.824817518248175219e+01,4.327190031597385647e-07,1.299472475248821257e-01
5.485000000000000000e+02,1.823154056517775601e+01,4.250156648485817712e-07,1.278669190549417412e-01
5.490000000000000000e+02,1.821493624772313424e+01,4.243060986782932897e-07,1.278862824477362825e-01
5.495000000000000000e+02,1.819836214740673341e+01,4.117363988483306179e-07,1.243239085663531418e-01
5.500000000000000000e+02,1.818181818181818343e+01,4.026205412298257061e-07,1.217927137220222722e-01
5.505000000000000000e+02,1.816530426884650495e+01,3.955615880226744563e-07,1.198750381406684939e-01
5.510000000000000000e+02,1.814882032667876643e+01,3.877984881481427665e-07,1.177360088002642885e-01
5.515000000000000000e+02,1.813236627379873056e+01,3.935295371072360308e-07,1.196928941526243378e-01
5.520000000000000000e+02,1.811594202898550776e+01,3.888674338140165754e-07,1.184894625528661039e-01
5.525000000000000000e+02,1.809954751131221684e+01,3.640564851274243015e-07,1.111305174381783112e-01
5.530000000000000000e+02,1.808318264014466692e+01,3.667048706028806289e-07,1.121416497741963281e-01
5.535000000000000000e+02,1.806684733514001806e+01,3.538675213028498396e-07,1.084116500282640005e-01
5.540000000000000000e+02,1.805054151624548808e+01,3.330648703063317185e-07,1.022229377349381102e-01
5.545000000000000000e+02,1.803426510369702385e+01,3.622427691234445492e-07,1.113788747830777720e-01
5.550000000000000000e+02,1.801801801801801872e+01,3.395931813840338165e-07,1.046031896958170143e-01
5.555000000000000000e+02,1.800180018001800164e+01,3.385219317163172412e-07,1.044611823195041034e-01
5.560000000000000000e+02,1.798561151079136522e+01,3.243998900021388552e-07,1.002836843957011920e-01
5.565000000000000000e+02,1.796945193171608324e+01,3.165543039826168800e-07,9.803441464756057488e-02
5.570000000000000000e+02,1.795332136445242455e+01,3.005062467193580532e-07,9.323176253843411254e-02
5.575000000000000000e+02,1.793721973094170252e+01,3.099991392873543359e-07,9.634966998513026792e-02
5.580000000000000000e+02,1.792114695340501740e+01,2.878803653680382060e-07,8.963558208245385461e-02
5.585000000000000000e+02,1.790510295434198795e+01,2.991220952540590859e-07,9.330283697636043705e-02
5.590000000000000000e+02,1.788908765652951871e+01,2.828225521790931857e-07,8.837667392747521056e-02
5.595000000000000000e+02,1.787310098302055295e+01,2.887972336547897805e-07,9.040515822260380974e-02
5.600000000000000000e+02,1.785714285714285765e+01,2.712138937561511211e-07,8.505267708192899845e-02
5.605000000000000000e+02,1.784121320249776943e+01,2.844858919739790974e-07,8.937415894401826155e-02
5.610000000000000000e+02,1.782531194295900079e+01,2.710233988290382539e-07,8.529675510287375306e-02
5.615000000000000000e+02,1.780943900267141444e+01,2.511162447909988807e-07,7.917249466925690982e-02
5.620000000000000000e+02,1.779359430604982251e+01,2.661308232013123973e-07,8.405582372319531093e-02
5.625000000000000000e+02,1.777777777777777857e+01,2.489627833894320905e-07,7.877338068181249930e-02
5.630000000000000000e+02,1.776198934280639463e+01,2.517120650780451875e-07,7.978492155572290689e-02
5.635000000000000000e+02,1.774622892635315097e+01,2.518070032817818786e-07,7.995684431782158763e-02
5.640000000000000000e+02,1.773049645390070950e+01,2.512282810942535565e-07,7.991471130295767222e-02
5.645000000000000000e+02,1.771479185119574851e+01,2.346665759503453835e-07,7.477890975898104919e-02
5.650000000000000000e+02,1.769911504424778670e+01,2.324378557241764133e-07,7.419997449355021646e-02
5.655000000000000000e+02,1.768346595932802856e+01,2.346598177386857960e-07,7.504192177960876398e-02
5.660000000000000000e+02,1.766784452296819907e+01,2.213905409949098907e-07,7.092378815096535283e-02
5.665000000000000000e+02,1.765225066195939974e+01,2.247997119038362590e-07,7.214322934353091521e-02
5.670000000000000000e+02,1.763668430335097170e+01,2.128048889620152837e-07,6.841443094750933318e-02
5.675000000000000000e+02,1.762114537444933760e+01,2.055485368814761333e-07,6.619819098103489619e-02
5.680000000000000000e+02,1.760563380281690016e+01,2.182648435916508615e-07,7.041747689891277029e-02
5.685000000000000000e+02,1.759014951627088763e+01,2.025065559538217279e-07,6.544854945846653727e-02
5.690000000000000000e+02,1.757469244288224886e+01,2.037634029043600829e-07,6.597064308771852237e-02
5.695000000000000000e+02,1.755926251097453772e+01,2.028589124822356317e-07,6.579328180009159921e-02
5.700000000000000000e+02,1.754385964912280826e+01,1.942767244964629159e-07,6.312050778890079816e-02
